global_step,predictor_x_gap_mse,x2_mean,phi,predictor_gap_over_x2,predictor_gap_over_phi,fpc_expected_bias_ratio,v_clean_nrmse_fpc,v_clean_nrmse_bc,v_nrmse_ratio_fpc_over_bc,clamp_fraction_fpc,clamp_fraction_bc,clamp_fraction_delta,update_cosine_fpc_bc,update_norm_ratio_fpc_over_bc
11,3.7130504235308088e-09,2.7888510933346885e-12,3.4011442103967075e-08,1331.3907050845928,0.10917062593760823,-665.6953525422964,102.48830545053282,181.67180300610758,0.564139859651678,0.8753767251623111,0.6342469702481849,0.24112975491412633,0.9660961182696884,1.1279536758197242
12,3.432921868170726e-09,2.689236954322071e-12,3.4011442103967075e-08,1276.5412369681385,0.10093432256347377,-638.2706184840692,100.51327455497326,178.95997761317105,0.5616522526183849,0.8766849279466333,0.6354758761781573,0.2412090517684761,0.9678510322158569,1.1272314029205777
13,3.2042152773357054e-09,2.8928374194143686e-12,3.4011442103967075e-08,1107.637524263072,0.09420992110657865,-553.818762131536,97.79906076362533,174.81121146837975,0.559455311487933,0.8779950838554469,0.6368806935206527,0.24111439033479418,0.9693771106558798,1.1265407869101507
14,3.0119872795461338e-09,3.812569862320498e-12,3.4011442103967075e-08,790.0149737093357,0.08855805850098951,-395.00748685466783,93.06133000319531,166.90641340486565,0.557565932337519,0.8791919585437608,0.637996188021826,0.24119577052193475,0.9706793827771628,1.1259496561387166
15,2.8539937985781257e-09,2.8040603098852468e-12,3.4011442103967075e-08,1017.8075658775407,0.08391275470925232,-508.90378293877035,90.67312791861484,163.07120172695454,0.5560339714086205,0.8803579738651109,0.6393825157858032,0.24097545807930779,0.9718456607625658,1.1251397770859857
16,2.720363535709327e-09,3.190727845638239e-12,3.4011442103967075e-08,852.5840081999143,0.07998377508938456,-426.2920040999571,88.154847155675,158.9384236514003,0.5546478008931626,0.8816226870774252,0.6407486612633695,0.2408740258140558,0.9728879826640716,1.1244405361642515
17,2.6058254834916237e-09,2.9860079414263454e-12,3.4011442103967075e-08,872.6786849223457,0.07661614216551205,-436.33934246117286,86.50874615119896,156.3257160513464,0.5533878131911738,0.8829096659089412,0.6422523067051285,0.2406573592038127,0.9738142781125332,1.1235025550037663
18,2.508289602251957e-09,3.2646293074984783e-12,3.4011442103967075e-08,768.3229445042058,0.07374840486282679,-384.1614722521029,84.4743351601339,152.937468334784,0.5523455833283276,0.8841881812009945,0.6437819938067725,0.24040618739422204,0.9746343744153553,1.1226559367006035
19,2.423858414437315e-09,2.9253584013236488e-12,3.4011442103967075e-08,828.5680186539132,0.07126597005290163,-414.2840093269566,82.94217981974644,150.41110930044624,0.551436527564393,0.8855846652123268,0.645198790312815,0.24038587489951174,0.9754065337702359,1.1216813784158925
20,2.3508234013480598e-09,2.876717876965173e-12,3.4011442103967075e-08,817.189415817198,0.06911860409099975,-408.594707908599,81.27232972192537,147.6153883965627,0.5505681393025949,0.8868758107094243,0.6466935815902132,0.24018222911921117,0.9760837743744031,1.1207176518958044
21,2.2877473183463763e-09,2.8571096825416835e-12,3.4011442103967075e-08,800.7208586795301,0.06726404929709037,-400.36042933976506,79.70090498052696,144.94097291793295,0.5498852627797277,0.8881902634921189,0.6482089457789204,0.2399813177131985,0.9767082914529122,1.1198820024865044
22,2.2322747917679127e-09,2.970947931582166e-12,3.4011442103967075e-08,751.3678607551778,0.06563305328084108,-375.6839303775889,78.33059556509957,142.63011172279352,0.5491869467040575,0.8894868777377922,0.649713112053877,0.23977376568391517,0.9772931192216159,1.1188731341707827
23,2.183642004984265e-09,2.9140772128756604e-12,3.4011442103967075e-08,749.3425346919378,0.06420315840502294,-374.6712673459689,77.0144800073527,140.38179931598154,0.5486073008225442,0.8907769815684944,0.6511978772922195,0.23957910427627493,0.977819802621411,1.1179523155271875
24,2.141131740722534e-09,2.7309823882878188e-12,3.4011442103967075e-08,784.015213684666,0.06295327714060067,-392.007606842333,75.88120365613494,138.44246352716496,0.5481064243070599,0.8920364864488316,0.6529403247551238,0.2390961616937079,0.9783335351192468,1.1168686868742963
25,2.1043501279753866e-09,3.5880114319186338e-12,3.4011442103967075e-08,586.494822523494,0.06187182894341126,-293.247411261747,73.94153160741395,135.03056794308608,0.5475910583341359,0.893368647560248,0.6543111577314693,0.2390574898287787,0.9787882826420559,1.11592396114707
26,2.0709226882760434e-09,3.3557090860728674e-12,3.4011442103967075e-08,617.1341541109605,0.060888999706204525,-308.56707705548024,72.14509624730272,131.85300391401998,0.5471630839320719,0.8946591420158484,0.6557588136044756,0.23890032841137282,0.9792184317527877,1.1149440700427768
27,2.041416140548566e-09,3.421341180146767e-12,3.4011442103967075e-08,596.6713148616749,0.06002145202512469,-298.33565743083744,70.61891178321736,129.1536442704255,0.5467821847547214,0.8960808864372691,0.6574672767012301,0.23861360973603912,0.9796164501339926,1.1140209170618431
28,2.0146535343315425e-09,3.24589012948306e-12,3.4011442103967075e-08,620.6782897646618,0.059234581355683075,-310.3391448823309,69.26931472242214,126.75411866168983,0.5464857115002615,0.8974304954608084,0.6590276929615383,0.23840280249927018,0.9799914842268954,1.113065435282544
29,1.9912080766592825e-09,3.137207058670595e-12,3.4011442103967075e-08,634.7072537517066,0.0585452410565981,-317.3536268758533,68.19714466853326,124.86862753250308,0.5461511511430817,0.898725937831787,0.660455557173032,0.23827038065875503,0.9803637994655736,1.112116078671746
30,1.9707418864334575e-09,3.1062677512807593e-12,3.4011442103967075e-08,634.4404424315618,0.05794349679173384,-317.2202212157809,67.1439471692904,122.99813015130556,0.545894048037101,0.9001130468455607,0.6618873276335084,0.2382257192120523,0.9807387473864358,1.1111079376486517
31,1.951668415165937e-09,3.3791278894300813e-12,3.4011442103967075e-08,577.5657148907444,0.05738270106865877,-288.7828574453722,65.67794506298651,120.35784797861633,0.5456889281923297,0.9013629163117406,0.6634502178515058,0.23791269846023477,0.9810604357281071,1.1101399973367734
32,1.9329185408800946e-09,2.9304539555184225e-12,3.4011442103967075e-08,659.5969669614361,0.056831419701978476,-329.79848348071806,65.00257705810986,119.1598507193193,0.5455073723717837,0.9027006763800322,0.6650696184714535,0.23763105790857866,0.9813684473173122,1.109111700900795
33,1.9186983799112764e-09,3.528469502908872e-12,3.4011442103967075e-08,543.7763818929144,0.05641332037748204,-271.8881909464572,63.81669080323481,117.01999138384046,0.5453486199115154,0.9038850510716013,0.6665093316381949,0.2373757194334064,0.9816584825783619,1.1082293504201943
34,1.9053628545740224e-09,2.816301747692152e-12,3.4011442103967075e-08,676.5478365858316,0.056021230994841645,-338.2739182929158,63.12888549410783,115.79610796751406,0.5451727748208798,0.9051735924027103,0.6679552948033086,0.23721829759940166,0.9819391387357617,1.1072986689139939
35,1.894165848926319e-09,3.205879301667852e-12,3.4011442103967075e-08,590.8412858652799,0.0556920180901528,-295.42064293263996,62.29057911386335,114.28676106798841,0.5450375750591717,0.9064810139372359,0.6694067267169983,0.2370742872202377,0.9821924344133183,1.106499832334456
36,1.883311827823667e-09,3.0008408559416646e-12,3.4011442103967075e-08,627.5947036960356,0.055372889572477095,-313.7973518480178,61.753910412980005,113.32836940420789,0.5449113115950919,0.9077571854798996,0.670871700293828,0.23688548518607155,0.982459773913347,1.1055791731501148
37,1.875125128092313e-09,3.4770543037641787e-12,3.4011442103967075e-08,539.2855458318111,0.05513218529106707,-269.64277291590554,60.76520912456107,111.53245000028386,0.5448208940483815,0.9089647372487664,0.6723266478316021,0.23663808941716422,0.9827114021021768,1.104669304751584
38,1.8657795331270574e-09,2.7516633749191107e-12,3.4011442103967075e-08,678.0551538873844,0.054857407322620816,-339.0275769436922,60.205777002294326,110.51358394138045,0.5447816897715414,0.9101712473512377,0.673609329789237,0.23656191756200062,0.9829553405441902,1.1037675544205743
39,1.8588277436634894e-09,3.186275931684937e-12,3.4011442103967075e-08,583.3856776743505,0.054653011712393014,-291.69283883717526,59.45721686320106,109.1480593327907,0.5447391115028162,0.9113482001697395,0.6749950065117171,0.2363531936580225,0.9831835599476,1.1029707679458443
40,1.8525982651948865e-09,3.825689203950218e-12,3.4011442103967075e-08,484.2521612267888,0.0544698533961546,-242.1260806133944,58.35844873659457,107.13897286118298,0.5446986019943275,0.9126233300460078,0.6763783394848074,0.23624499056120038,0.9833931008617051,1.102150174593732
41,1.845380482106536e-09,2.839733645401307e-12,3.4011442103967075e-08,649.842806593838,0.05425763707594427,-324.921403296919,57.85793194108005,106.22854655974045,0.5446552157102338,0.9137748922461219,0.6776999537239704,0.23607493852215142,0.9836080604353222,1.1013802043724785
42,1.8405150199982378e-09,2.784272666590838e-12,3.4011442103967075e-08,661.03979042104,0.054114583391439354,-330.51989521052,57.338039251420916,105.27976379715084,0.544625454915512,0.9149299700703203,0.6789933127621581,0.23593665730816216,0.9838123085292343,1.100615158028344
43,1.8371686751662114e-09,3.055988296681443e-12,3.4011442103967075e-08,601.1700624512301,0.05401619459563948,-300.58503122561507,56.855473867953506,104.3927497698965,0.5446304843322443,0.9161103083046072,0.6803065936701579,0.23580371463444932,0.9840103923406269,1.0998039453701622
44,1.832276895681114e-09,3.3651133420681973e-12,3.4011442103967075e-08,544.4918816776012,0.0538723671310426,-272.2459408388006,56.21377796114511,103.2125891347384,0.544640711296963,0.9172907767471935,0.6817252130923924,0.23556556365480114,0.9841935213494281,1.0990399745416792
45,1.8275163486518978e-09,2.729529404367092e-12,3.4011442103967075e-08,669.5353219965227,0.05373239814605619,-334.76766099826136,55.83899734205086,102.520034517187,0.5446642464082444,0.9184149952044284,0.6830644054519778,0.23535058975245057,0.9843864254400586,1.0982177511420677
46,1.8235220476286816e-09,3.1949815181746273e-12,3.4011442103967075e-08,570.7457264637027,0.05361495822654303,-285.37286323185134,55.26928325703634,101.46834408979562,0.5446948381075888,0.9195294480392062,0.6842629728481842,0.2352664751910221,0.9845679120273304,1.097444018857642
47,1.820525819290942e-09,3.225344872998982e-12,3.4011442103967075e-08,564.4437698838033,0.05352686351040072,-282.22188494190164,54.59282221453429,100.20987442179454,0.544784858074435,0.9207130414809788,0.6856736495641538,0.23503939191682502,0.9847581785523587,1.0965963409983355
48,1.817003852365015e-09,2.5769850379900293e-12,3.4011442103967075e-08,705.0890189809651,0.053423311096623,-352.54450949048254,54.283776901656566,99.63108801832583,0.544847777750573,0.9218422078535917,0.6869698731849289,0.23487233466866284,0.9849288756423803,1.0957895870735894
49,1.815141828065086e-09,2.475352075206286e-12,3.4011442103967075e-08,733.2863257093718,0.053368564100178775,-366.6431628546859,54.01972053599168,99.13356088560619,0.544918593192945,0.9229189002815363,0.6882637530563143,0.23465514722522207,0.9850884005382734,1.0950989678981164
50,1.8135425083323267e-09,2.7608257574986593e-12,3.4011442103967075e-08,656.8840874533921,0.05332154110927264,-328.44204372669606,53.669264235113495,98.47397649317779,0.5450096172244214,0.924017337495485,0.6894920079447896,0.23452532955069544,0.9852518606011692,1.0943792523337923
51,1.8112879988695967e-09,3.2305954970571646e-12,3.4011442103967075e-08,560.6669112612666,0.05325525431508619,-280.3334556306333,53.15560395458555,97.52168718886259,0.5450644414266878,0.9251174674173261,0.6906401847291186,0.23447728268820764,0.9854170103206186,1.0936655028371058
52,1.8106531932349887e-09,3.2756869332902173e-12,3.4011442103967075e-08,552.7552632803965,0.05323658984232824,-276.3776316401983,52.6058832143171,96.49339139604842,0.5451760214168554,0.9261733265173628,0.6919050281497322,0.23426829836763063,0.9855742223215884,1.0928857684484055
53,1.8077275963092578e-09,3.1014599980725177e-12,3.4011442103967075e-08,582.8634247846875,0.05315057182178128,-291.43171239234374,52.210711205722475,95.7509189388437,0.5452763460063454,0.9272037949990117,0.6931657049047644,0.23403809009424736,0.9856953046422442,1.0923583800445955
54,1.8076277036725227e-09,3.3586010752976058e-12,3.4011442103967075e-08,538.2085169231801,0.05314763479145984,-269.10425846159006,51.6561906978085,94.7164635583995,0.5453771050685264,0.9282338728557623,0.6945365378811099,0.23369733497465234,0.9858345247262765,1.0916828150487947
55,1.8050881427142387e-09,2.9848558604120195e-12,3.4011442103967075e-08,604.7488478941393,0.05307296695025155,-302.37442394706966,51.30079133630978,94.04084171760546,0.5455160800278728,0.9291824403170729,0.6957466938159651,0.23343574650110768,0.9859841230819806,1.0909560318647369
56,1.8029703560435775e-09,3.0518288795105913e-12,3.4011442103967075e-08,590.7835685507741,0.05301070006182655,-295.39178427538707,50.9124085114207,93.31008633405087,0.545625992983801,0.9302162942145067,0.697013099736172,0.23320319447833476,0.9861278591424142,1.0902326737881713
57,1.8023561187335357e-09,3.3214517411968216e-12,3.4011442103967075e-08,542.641067572486,0.052992640336274065,-271.320533786243,50.492498110224076,92.51864132634802,0.5457548596300508,0.9312643408165779,0.6982616671193576,0.23300267369722039,0.9862650706633319,1.089558405324087
58,1.8015755392095728e-09,3.3058887975781427e-12,3.4011442103967075e-08,544.9595099899873,0.05296968983856871,-272.47975499499364,50.083823128835164,91.74751361102945,0.5458875249869913,0.9321455905870858,0.6995102345025431,0.2326353560845427,0.9863991424863304,1.0888851364824583
59,1.8004646756841713e-09,3.676533688366808e-12,3.4011442103967075e-08,489.7179866408282,0.052937028373582724,-244.8589933204141,49.456247399661,90.57361745505492,0.5460336993187065,0.9331231944991681,0.7006022915098199,0.2325209029893482,0.9865380550704549,1.088222066018564
60,1.7977354387737482e-09,2.762528339797966e-12,3.4011442103967075e-08,650.7572837805614,0.05285678370468335,-325.3786418902807,49.187157504275014,90.05447085807818,0.5461933986796922,0.9341505379816307,0.7018030724471166,0.23234746553451419,0.9866843418326814,1.0874769466794039
61,1.7984511857822485e-09,3.4936238677792343e-12,3.4011442103967075e-08,514.7809992852655,0.05287782800519588,-257.39049964263273,48.69433939694159,89.12774435878272,0.546343226200397,0.9350651210767914,0.7029395304844973,0.23212559059229412,0.9868136345633355,1.086781659610199
62,1.7974007583722253e-09,3.2258686426014412e-12,3.4011442103967075e-08,557.1834930397988,0.05284694347501888,-278.5917465198994,48.29206592587336,88.37060624010817,0.546472045180509,0.9359785322972572,0.7041877072427846,0.23179082505447265,0.986935302573622,1.0861517077952614
63,1.7964379130958864e-09,2.6627898858995155e-12,3.4011442103967075e-08,674.6450114628675,0.05281863402335272,-337.32250573143375,48.04532745019582,87.89689583010735,0.5466100593934609,0.936819287286644,0.7052168736414391,0.23160241364520479,0.9870223271601574,1.0856903001617355
64,1.7968327417274241e-09,3.311138677677671e-12,3.4011442103967075e-08,542.6630886350149,0.05283024272345813,-271.33154431750745,47.65236280521032,87.14990999723899,0.5467861390415665,0.9376804849790403,0.7064393993647398,0.23124108561430062,0.9871337854699541,1.0850969554369272
65,1.7968991494528651e-09,3.0655687644264103e-12,3.4011442103967075e-08,586.1552251916547,0.05283219523477,-293.07761259582736,47.30225982148552,86.47939407551944,0.5469772346020152,0.9385326982987765,0.7075765084436176,0.2309561898551589,0.9872484983607063,1.0845276532290826
66,1.7967941087839345e-09,3.4212865419027745e-12,3.4011442103967075e-08,525.1808308884393,0.05282910684267508,-262.5904154442197,46.907114338723446,85.7283185621491,0.5471600881185829,0.9394342605639946,0.7085892685965446,0.23084499196745,0.9873668510530516,1.0839683136624327
67,1.7953992771962547e-09,2.9657449068815654e-12,3.4011442103967075e-08,605.37886216387,0.05278809618563161,-302.689431081935,46.61912495065058,85.17573539193869,0.5473287050135968,0.9402828280513469,0.7096800235208273,0.23060280453051965,0.9874735487177615,1.0834283483083114
68,1.7948921048010787e-09,2.87401595894977e-12,3.4011442103967075e-08,624.5240563858847,0.05277318436878992,-312.26202819294235,46.37457743788686,84.69917587956489,0.5475209995411008,0.9411285309561117,0.7108245544727723,0.23030397648333945,0.9875856902416636,1.082881659738088
69,1.7942960388354395e-09,2.832705435785663e-12,3.4011442103967075e-08,633.4213279531424,0.052755658914743694,-316.7106639765712,46.11059927229263,84.18579380048318,0.5477242322092113,0.9420070463523317,0.7118961687770394,0.2301108775752923,0.9876921348415972,1.0823173616272104
70,1.7945163765321316e-09,3.2877992834651174e-12,3.4011442103967075e-08,545.8108058959224,0.05276213725506277,-272.9054029479612,45.81056665246302,83.60914157540742,0.5479133715437837,0.9428263169723133,0.7130611424319941,0.22976517454031914,0.987792235510826,1.0817938086962777
71,1.7940682431826624e-09,2.8232186755541074e-12,3.4011442103967075e-08,635.4691043656208,0.05274896129656917,-317.7345521828104,45.5441832166905,83.09816933324429,0.548076853944243,0.9436366032196346,0.7140956473709251,0.22954095584870943,0.9879020015560147,1.081213652050416
72,1.7955072162699793e-09,3.174011319250779e-12,3.4011442103967075e-08,565.6902372653814,0.05279126979624755,-282.8451186326907,45.298854260480596,82.61955455351527,0.5482824799199215,0.9444332175955162,0.7152960376833235,0.22913717991219273,0.9879984983351194,1.0806810328190428
73,1.794504228697344e-09,3.115629267157743e-12,3.4011442103967075e-08,575.968472120046,0.052761780086003296,-287.984236060023,45.00851560027344,82.06155378461249,0.5484726223732931,0.9451668111544763,0.7163481207426768,0.22881869041179936,0.9881035436893959,1.0801242817392762
74,1.7947464897465751e-09,2.967004841482846e-12,3.4011442103967075e-08,604.9017732136895,0.05276890301388417,-302.45088660684473,44.77781146635839,81.61344257428786,0.5486573051443066,0.9459354307459816,0.7174114017157808,0.22852402903020078,0.9882081870105628,1.0795129061215716
75,1.7945110382551613e-09,3.672255622669899e-12,3.4011442103967075e-08,488.6672450515493,0.052761980299737145,-244.33362252577464,44.37477406759965,80.8451389273601,0.5488861130843091,0.946689987841149,0.7184999430989731,0.22819004474217586,0.98830074628646,1.0789912740713332
76,1.7938598100877502e-09,3.1904569375351774e-12,3.4011442103967075e-08,562.2579602887906,0.05274283297380429,-281.1289801443953,44.111592944385606,80.33860140721735,0.5490709593112579,0.9474731907621899,0.7196853594569377,0.22778783130525226,0.988399181760676,1.078415907448429
77,1.7944652967389968e-09,3.1714988929391598e-12,3.4011442103967075e-08,565.8098449077469,0.052760635413624274,-282.90492245387344,43.79813560795182,79.7384280321952,0.5492726241137821,0.9482704561795687,0.7206895258621027,0.22758093031746607,0.988498032108072,1.077840323598254
78,1.793693456233344e-09,2.8893093998310027e-12,3.4011442103967075e-08,620.803523616494,0.05273794185939939,-310.401761808247,43.60357582502344,79.3527224942445,0.5494906091997793,0.9489475393365783,0.7217711662054255,0.22717637313115283,0.9885699112830765,1.0774795318695096
79,1.7944560642539271e-09,3.010123068585051e-12,3.4011442103967075e-08,596.1404312606512,0.05276036396129827,-298.0702156303256,43.4039736462623,78.95871792730924,0.5497046404200832,0.9496364714488356,0.7227612701142526,0.226875201334583,0.9886618636753921,1.076973931474698
80,1.7938963625770333e-09,3.1701210335136866e-12,3.4011442103967075e-08,565.8763004984454,0.05274390768534317,-282.9381502492227,43.12774183168449,78.42844418701942,0.5498992397304561,0.9503975389589743,0.723784577139433,0.2266129618195412,0.9887542287464612,1.0764719387524968
81,1.7942279146777503e-09,3.375962030249618e-12,3.4011442103967075e-08,531.4715919790974,0.05275365593711396,-265.7357959895487,42.820513252435546,77.84137706990882,0.550099636777735,0.9510757939906787,0.7248263737431319,0.22624942024754682,0.9888557341282368,1.0758871746346388
82,1.7929784110656674e-09,2.264284493203541e-12,3.4011442103967075e-08,791.8520912223961,0.052716918194319534,-395.92604561119805,42.70855465601238,77.60857443456436,0.550307166020967,0.9517780073494773,0.7257567120425229,0.22602129530695433,0.9889369169692479,1.075448544754002
83,1.7944642679567907e-09,3.1774224986722207e-12,3.4011442103967075e-08,564.7546930591258,0.052760605165503564,-282.3773465295629,42.471723443741304,77.14529848477306,0.5505419549595024,0.9524897259141338,0.7267464253264517,0.22574330058768213,0.9890221164988287,1.0750148945040767
84,1.7948464742652334e-09,3.5796976173352455e-12,3.4011442103967075e-08,501.396113898953,0.05277184274570597,-250.6980569494765,42.10122293855236,76.43909321071027,0.5507812975030602,0.9531661580296463,0.7278136125485384,0.22535254548110795,0.9890917936673784,1.0745982499684026
85,1.7933597036137974e-09,3.037704068913433e-12,3.4011442103967075e-08,590.3668240650151,0.052728128908259994,-295.18341203250753,41.88906594585332,76.02337664444921,0.551002438917738,0.9537769651622486,0.7288275445761603,0.22494942058608838,0.9891760283769913,1.0741073119707922
86,1.7931187551040306e-09,3.2161209170833564e-12,3.4011442103967075e-08,557.5408392076808,0.05272104457149385,-278.7704196038404,41.67899295377472,75.61247874610113,0.5512184449570613,0.9544367306154348,0.729883403676197,0.22455332693923777,0.9892466615582203,1.0737354610496415
87,1.7926903852241359e-09,2.7387649866274848e-12,3.4011442103967075e-08,654.5615976461181,0.05270844969596386,-327.28079882305906,41.50697198896571,75.26893814194469,0.5514488846739205,0.9551142043973426,0.7308491586330316,0.224265045764311,0.989340197159756,1.0731653112009973
88,1.7938926210476877e-09,3.816441011530622e-12,3.4011442103967075e-08,470.04332456018466,0.052743797677383665,-235.02166228009233,41.15946207387916,74.60947747756848,0.5516653308053773,0.9557204542394651,0.7317625698534974,0.22395788438596761,0.9894104911255404,1.0727647741368758
89,1.7929374940660764e-09,2.6513473628061547e-12,3.4011442103967075e-08,676.2363616393336,0.052715715158015874,-338.1181808196668,41.02100620275501,74.32888097639831,0.5518851577461583,0.9563420686609196,0.7327098352318138,0.22363223342910588,0.9894951123169914,1.072264623913903
90,1.7928659533143673e-09,3.5788350685995992e-12,3.4011442103967075e-08,500.96355907675763,0.05271361172613285,-250.48177953837882,40.72756172268331,73.76687036778678,0.5521118290585446,0.9569427195461668,0.7337443401707447,0.22319837937542203,0.9895752833123191,1.0717391290915204
91,1.7921618013004651e-09,3.3438470961382823e-12,3.4011442103967075e-08,535.958059616477,0.0526929083401444,-267.9790298082385,40.546507906105894,73.4066348795746,0.5523548106056549,0.9576100370807195,0.7347813190673649,0.2228287180133547,0.9896601263340029,1.071228697721175
92,1.7914754442861417e-09,3.1267970289425672e-12,3.4011442103967075e-08,572.9426719111314,0.05267272816042061,-286.4713359555657,40.3224169297162,72.97026371470935,0.5525869700480198,0.9582510525387884,0.7358313187939274,0.22241973374486101,0.9897450184060703,1.0707305609704258
93,1.791026211238015e-09,2.9945475904730368e-12,3.4011442103967075e-08,598.0957580824734,0.05265951986873002,-299.0478790412367,40.153447662378284,72.63742710718532,0.5527928130373755,0.9588102971848185,0.736562959228396,0.2222473379564224,0.9898284143503673,1.070276915277622
94,1.7915551141810374e-09,3.0829136782080564e-12,3.4011442103967075e-08,581.1239954089077,0.052675070604315,-290.56199770445386,39.98032823489559,72.29120910228306,0.5530455048597734,0.9594388126461425,0.7375686881331541,0.2218701245129884,0.9899074551289921,1.069837648371241
95,1.7923929251360658e-09,3.048089663169198e-12,3.4011442103967075e-08,588.038123285539,0.052699703813117706,-294.0190616427695,39.783897258194635,71.90800267035218,0.553261052745074,0.9599882916697157,0.7385159535114705,0.22147233815824527,0.9899819355605004,1.0693827044603286
96,1.79289629674397e-09,3.1482928525071325e-12,3.4011442103967075e-08,569.482059242425,0.05271450387970605,-284.7410296212125,39.59951732059067,71.54600058464663,0.5534833113940474,0.9605406352758762,0.739445510561065,0.22109512471481127,0.9900470547337479,1.0690046783388238
97,1.793202196881062e-09,2.8056617706736327e-12,3.4011442103967075e-08,639.1369820926485,0.052723497915776525,-319.56849104632425,39.46254581532674,71.266724707193,0.5537303135153587,0.9610626403482707,0.740414130100487,0.22064851024778379,0.990107141523841,1.0686576152420961
98,1.7929193365998828e-09,2.8758253724805933e-12,3.4011442103967075e-08,623.4451346582873,0.05271518129455492,-311.72256732914366,39.28806386249095,70.92368710401925,0.5539484122542818,0.9616032652074831,0.7413304059035402,0.2202728593039429,0.990172496215106,1.0682396626875847
99,1.7934362718556148e-09,2.9835019046046146e-12,3.4011442103967075e-08,601.1178572025373,0.05273038015775371,-300.55892860126863,39.12185644706695,70.59174932774293,0.5541987104673132,0.9621175879902114,0.7422133483819405,0.21990423960827093,0.9902554450806252,1.0677412984548211
100,1.7937532220427378e-09,3.4497101516494094e-12,3.4011442103967075e-08,519.9721551055792,0.05273969908595894,-259.9860775527896,38.88854695414564,70.14266611863712,0.554420712899204,0.962691676382376,0.7431016294006173,0.2195900469817586,0.9903297013887024,1.0672861825056907
101,1.7932468633957413e-09,3.1024014069770352e-12,3.4011442103967075e-08,578.0189692290891,0.05272481119483546,-289.00948461454453,38.75392420736317,69.86858837581588,0.5546687733106878,0.9632009210414268,0.7440041031239315,0.21919681791749535,0.990399859790192,1.06685708429168
102,1.7923717894202121e-09,2.8169490608027198e-12,3.4011442103967075e-08,636.2812215388292,0.052699082383547355,-318.1406107694146,38.63782422961917,69.62814501048372,0.55491675419188,0.9637615979787505,0.7447850925038821,0.21897650547486835,0.990472442831759,1.0664665888847933
103,1.792127744946752e-09,2.877357896600116e-12,3.4011442103967075e-08,622.8379677982808,0.052691907019659104,-311.4189838991404,38.50666160466452,69.36278785867302,0.5551487013919051,0.9642668061805192,0.7456552745689389,0.2186115316115803,0.9905469921430845,1.0660413125490256
