global_step,q_over_gamma_mean,q_over_gamma_p50,q_over_gamma_p90,q_over_gamma_p99
2040,2.1913472846563584,1.0,5.288830114598871,9.815437351790024
2060,2.187200819617857,1.0,5.275116639798701,9.789999448154665
2080,2.1833275829148264,1.0,5.262054495839645,9.772769142083844
2100,2.179162969820143,1.0,5.247796271608725,9.7429023071527
2120,2.1751027640336775,1.0,5.23595389267939,9.71784371491444
2140,2.1712821558544264,1.0,5.221364081838449,9.698209524344751
2160,2.1679215039264883,1.0,5.208337465016181,9.671824704090191
2180,2.1645413327273735,1.0,5.198508290504833,9.651479141818234
2200,2.160896513796838,1.0,5.185173771830402,9.632744616775812
2220,2.157292157187275,1.0,5.1742669408364845,9.611014088288057
2240,2.154167019846496,1.0,5.164745668177299,9.593250401470268
2260,2.151127915972501,1.0,5.155070444592032,9.571318434116925
2280,2.148146265260437,1.0,5.145928128058586,9.556989274036217
2300,2.14477190538519,1.0,5.133304152119915,9.53883478871376
2320,2.1414604210131736,1.0,5.120431486223727,9.514688296500632
2340,2.138584668261951,1.0,5.111111534006341,9.495514774471319
2360,2.1358037528730383,1.0,5.099932328297048,9.481103191433252
2380,2.133129232845192,1.0,5.091382130710069,9.462569749985056
2400,2.130444947509466,1.0,5.082855617880948,9.44871428506152
2420,2.127755497362107,1.0,5.075430446292255,9.431850619042361
2440,2.1251617437714554,1.0,5.066500108341647,9.415614599106455
2460,2.122674362983138,1.0,5.058649795349386,9.398158932564614
2480,2.1202121400074327,1.0,5.051011460939965,9.383568292757168
2500,2.1180760061636397,1.0,5.043762740797324,9.369997873894444
2520,2.115465012863849,1.0,5.034455815196755,9.353726563669325
2540,2.113004480837239,1.0,5.027716317348076,9.337395449430625
2560,2.111010246714555,1.0,5.019664683914016,9.319963467646643
2580,2.108434208233489,1.0,5.010083015122295,9.305634781261082
2600,2.106227043577271,1.0,5.000776089521726,9.295331793168774
2620,2.104365505151815,1.0,4.9930548584598,9.27840915210254
2640,2.1021323413502646,1.0,4.9838047762781015,9.268994460853719
2660,2.099889446647374,1.0,4.979365068417489,9.259236222192161
2680,2.09771195688853,1.0,4.970637235146569,9.246482098509054
2700,2.0958400189638096,1.0,4.962833107432137,9.232958101771752
2720,2.0939442770370706,1.0,4.958167210133979,9.219847877754258
2740,2.0918641828069973,1.0,4.950517033345629,9.20741397199739
2760,2.0901327626537163,1.0,4.944560316744173,9.195915022057006
2780,2.0884433248605054,1.0,4.9396694142463575,9.179477918526876
2800,2.0869138840768042,1.0,4.934837723643189,9.172537929202925
2820,2.085005125700335,1.0,4.927933616727387,9.167209213956085
2840,2.083441248506051,1.0,4.921217803636566,9.152903501785662
2860,2.0818016604043144,1.0,4.914811076635796,9.144672693158412
2880,2.079944288588661,1.0,4.9112713895738125,9.131906845520165
2900,2.078592325604824,1.0,4.905147695429458,9.12450535868933
2920,2.0769797185169785,1.0,4.899121108792315,9.11082764787352
2940,2.0759456770734936,1.0,4.894621004799167,9.105451089415816
2960,2.074213061285745,1.0,4.88886560863951,9.096900891828836
2980,2.072753235022989,1.0,4.8823641426073054,9.084253349556093
3000,2.071444508903371,1.0,4.878278521876685,9.07475564323098
3020,2.0697713345477573,1.0,4.872215223864866,9.073097473333299
3040,2.0684027282268134,1.0,4.867644065598142,9.061397558222476
3060,2.066916117427468,1.0,4.865417698359427,9.050905210491086
3080,2.065783726175174,1.0,4.85948466651583,9.038458514964994
3100,2.0643860347198517,1.0,4.8560965619041525,9.03593632510062
3120,2.0631336323624434,1.0,4.854795084459814,9.024046695079354
3140,2.0619247817263204,1.0,4.8490503464411985,9.015271255445144
3160,2.060539853799668,1.0,4.843272449761571,9.013400396421881
3180,2.0592979745222433,1.0,4.839565785156689,9.004364306027439
3200,2.0579762509241344,1.0,4.835302528742129,8.992427424914244
3220,2.056590520553761,1.0,4.829535290203542,8.984705838580956
3240,2.0553868802790802,1.0,4.823649627875663,8.976653139332795
3260,2.0545103312253645,1.0,4.821719320110181,8.969784441129994
3280,2.0534754832792794,1.0,4.81961137666076,8.969192795878675
3300,2.052098337719641,1.0,4.8121506779352785,8.957871363198443
3320,2.0511610464326084,1.0,4.809758517391553,8.95179598596012
3340,2.050336846438198,1.0,4.808053214825729,8.948326524205186
3360,2.049132201590373,1.0,4.8044886587679985,8.939823696133923
3380,2.0482040771362784,1.0,4.803411002285429,8.928940431474079
3400,2.047536872719661,1.0,4.79930169679695,8.924914022638104
3420,2.046827199866885,1.0,4.795997673075665,8.92120700276186
3440,2.0460395375104756,1.0,4.7923608785064715,8.911306773976937
3460,2.0450290390014065,1.0,4.790644917799606,8.912669002825172
3480,2.0443766612502707,1.0,4.786664694241462,8.907245193275536
3500,2.0434687830881098,1.0,4.7832079038319835,8.90161947116517
3520,2.042764839785746,1.0,4.779015701690999,8.89940506472917
3540,2.042112394152768,1.0,4.777535404324833,8.893720841266875
3560,2.0413809565912002,1.0,4.776055106958665,8.888285544609671
3580,2.0405796582051487,1.0,4.772963061820221,8.88418808150012
3600,2.040049366431972,1.0,4.7708788031286575,8.878799799087274
3620,2.039381496761636,1.0,4.768002289286717,8.872831240106889
3640,2.0386444026614474,1.0,4.763798244766804,8.866009674572231
3660,2.037948983985772,1.0,4.76119292140235,8.858975301488206
3680,2.0374228057891814,1.0,4.761465296117724,8.856974057872934
3700,2.03654517127752,1.0,4.757295594496711,8.84780841185299
3720,2.0359284176160344,1.0,4.754607374479751,8.848293830965307
3740,2.035088882945672,1.0,4.751812573052429,8.843971481079885
3760,2.034456149690794,1.0,4.749149222031217,8.838156754601796
3780,2.0339104194769018,1.0,4.747763663696484,8.835267332566824
3800,2.0333007442378626,1.0,4.745997964998125,8.823874845613018
3820,2.0327600761053186,1.0,4.74428200429126,8.821873246726385
3840,2.0322642813226617,1.0,4.741321409558926,8.82251309045993
3860,2.031573128590058,1.0,4.739592422235243,8.821565581721797
3880,2.0309315839988202,1.0,4.738076597732288,8.815644273833344
3900,2.0305746750605613,1.0,4.737117365039012,8.811037825277404
3920,2.030148479177602,1.0,4.736158132345736,8.808953566585842
3940,2.0297681424183533,1.0,4.7343344059906185,8.805294271496678
3960,2.0290796861855154,1.0,4.731717240247235,8.803281067078691
3980,2.0284315255164183,1.0,4.730105492474958,8.798555602614526
4000,2.0278807648271413,1.0,4.72878033027276,8.792954275804737
4020,2.0273600409162453,1.0,4.725227616593959,8.795370121106322
4040,2.02700570208607,1.0,4.72397232442745,8.788489343677018
4060,2.0264591183618506,1.0,4.723557841164923,8.790064972193553
4080,2.0259355105514265,1.0,4.721864380978029,8.783456569479624
4100,2.0255493802303577,1.0,4.722480184682354,8.780294891153066
