global_step,phi,x2_mean,bc_clean_nrmse,negative_fraction,clamp_fraction,active_fraction,update_cosine_to_floor,update_norm_ratio_to_floor,active_update_energy_fraction
91,3.4011442103967075e-08,3.721737678157438e-12,74.27233493216052,0.5193348907982055,0.999998177083808,1.8229161919489083e-06,0.9999999973337378,0.9999998943732733,4.952765938345713e-06
92,3.4011442103967075e-08,3.087745463974172e-12,73.78457440701315,0.5192854116444241,0.999998437500407,1.5624995930990643e-06,0.9999999983276248,0.9999999185377149,3.751577859983612e-06
93,3.4011442103967075e-08,3.1026500520974065e-12,73.44137792401543,0.5191281200187188,0.9999986979170058,1.3020829942492203e-06,0.999999999261354,0.9999999590427802,1.6998644294389704e-06
94,3.4011442103967075e-08,2.991383239128827e-12,73.07250536110385,0.5190736929495591,0.9999985677087063,1.4322912936741422e-06,0.9999999996457455,0.9999999752764126,2.146512498670846e-06
95,3.4011442103967075e-08,3.147393856807555e-12,72.73330745514646,0.5188709586273546,0.9999986979170058,1.3020829942492203e-06,0.9999999998356115,0.999999983007492,1.7593633454982446e-06
96,3.4011442103967075e-08,3.3577992134604516e-12,72.2783028921724,0.5187282503311849,0.9999989583336046,1.0416663953993761e-06,0.9999999999775587,0.999999996021281,4.1349275847821625e-07
97,3.4011442103967075e-08,2.899251700823788e-12,71.98485319956313,0.5185938753661783,0.9999992187502035,7.812497965495321e-07,0.9999999999755106,0.9999999953463051,1.3947572762046112e-06
98,3.4011442103967075e-08,2.8789314794092303e-12,71.68339853468848,0.5185540316265542,0.9999994791668023,5.208331976996881e-07,0.9999999983631742,0.9999999201857279,1.8748511077946194e-06
99,3.4011442103967075e-08,3.0634737976122453e-12,71.2640477918558,0.5184680941489338,0.9999996093751017,3.9062489827476607e-07,0.9999999993096842,0.999999955278537,1.4168865718311268e-06
100,3.4011442103967075e-08,3.0958812413373178e-12,70.99666993417407,0.5184281202010104,0.9999996093751017,3.9062489827476607e-07,0.9999999963664341,0.9999998757690509,2.020843456690073e-06
101,3.4011442103967075e-08,3.185163961412679e-12,70.61016618885681,0.5183283806436508,0.9999997395834012,2.6041659884984403e-07,0.9999999974796561,0.9999998981421034,2.281999942572707e-06
102,3.4011442103967075e-08,3.398919553358804e-12,70.15510368539022,0.5182145785899535,0.9999997395834012,2.6041659884984403e-07,0.9999999983194467,0.9999999186508246,2.154492672492312e-06
103,3.4011442103967075e-08,2.887053561011149e-12,69.86014312234333,0.5180729119601791,0.9999996093751017,3.9062489827476607e-07,0.9999999992033134,0.999999954210935,1.440697638345818e-06
104,3.4011442103967075e-08,3.256062178360612e-12,69.50125242916604,0.5179971307299138,0.9999993489585028,6.510414971246102e-07,0.9999999993241312,0.9999999545883318,1.710751631389214e-06
105,3.4011442103967075e-08,2.533516675355928e-12,69.3110400302359,0.5178903599243855,0.9999994791668023,5.208331976996881e-07,0.9999999997765391,0.9999999784873446,1.044205176743367e-06
106,3.4011442103967075e-08,3.119625519705448e-12,68.99710731515775,0.5178385370212143,0.9999996093751017,3.9062489827476607e-07,0.9999999999426225,0.999999990001354,8.86626034254728e-07
107,3.4011442103967075e-08,3.1469646425925185e-12,68.64578025559402,0.5177917922417208,0.9999996093751017,3.9062489827476607e-07,0.9999999999966016,0.9999999984409945,8.432894390169801e-07
108,3.4011442103967075e-08,2.9381555720131436e-12,68.37479123252932,0.5177061151806992,0.9999998697917005,1.3020829942492202e-07,0.9999999999998078,0.999999999952148,5.906273026567134e-09
109,3.4011442103967075e-08,3.137299974016453e-12,68.0388720053322,0.5176104120806219,0.9999998697917005,1.3020829942492202e-07,0.9999999998865912,0.9999999930099625,2.0848464366407535e-07
110,3.4011442103967075e-08,3.9825109486149385e-12,67.50575287661933,0.5175075475240761,0.9999998697917005,1.3020829942492202e-07,0.9999999999511663,0.9999999956655202,1.8805418879305177e-07
111,3.4011442103967075e-08,2.453519084362494e-12,67.34428032443421,0.5173997350521523,0.9999998697917005,1.3020829942492202e-07,0.999999999988486,0.9999999981679086,1.439338529381655e-07
112,3.4011442103967075e-08,3.572421219856392e-12,66.9820891257121,0.5172837194573647,0.9999998697917005,1.3020829942492202e-07,0.999999999997113,0.9999999989014772,2.0789170018927816e-07
113,3.4011442103967075e-08,3.765992818453491e-12,66.4883202936167,0.5171473913678668,0.9999998697917005,1.3020829942492202e-07,0.9999999999999973,0.9999999999813912,6.72864030622454e-08
114,3.4011442103967075e-08,3.2979490544704297e-12,66.19833450694054,0.5170579382661619,0.9999998697917005,1.3020829942492202e-07,0.9999999999990159,0.9999999996522733,6.108702687983194e-08
115,3.4011442103967075e-08,2.640000429574952e-12,66.0239494152895,0.5169244747592514,1.0,0.0,1.0,1.0,0.0
116,3.4011442103967075e-08,3.4392781825694228e-12,65.6933359806996,0.5168977820578693,0.9999998697917005,1.3020829942492202e-07,0.9999999999999523,0.9999999998670753,1.8481551396903053e-07
117,3.4011442103967075e-08,3.1259474637804338e-12,65.46201802725098,0.5168666622743067,1.0,0.0,0.9999999999999999,1.0,0.0
118,3.4011442103967075e-08,3.2807681499805876e-12,65.16320828675148,0.5167283810603175,1.0,0.0,1.0000000000000002,1.0,0.0
119,3.4011442103967075e-08,3.3330620781496912e-12,64.76751762628184,0.5166658810765935,1.0,0.0,1.0000000000000002,1.0,0.0
120,3.4011442103967075e-08,3.3224919544335373e-12,64.44318808292755,0.5166351519179292,1.0,0.0,1.0,1.0,0.0
121,3.4011442103967075e-08,3.0773456409679983e-12,64.1524156463475,0.5165743446420977,1.0,0.0,0.9999999999999999,1.0,0.0
122,3.4011442103967075e-08,3.103001874636389e-12,63.88670975045267,0.5165345009024738,1.0,0.0,1.0000000000000002,1.0,0.0
123,3.4011442103967075e-08,3.1746515502016145e-12,63.60503474364868,0.5164110634346188,1.0,0.0,0.9999999999999999,1.0,0.0
124,3.4011442103967075e-08,3.166420117615405e-12,63.384087180480435,0.5163471311596013,1.0,0.0,1.0000000000000002,1.0,0.0
125,3.4011442103967075e-08,2.3476264326736286e-12,63.28901171775403,0.5162164020269786,1.0,0.0,0.9999999999999999,1.0,0.0
126,3.4011442103967075e-08,2.913638125256704e-12,63.10826721411841,0.5162204384842608,1.0,0.0,0.9999999999999999,1.0,0.0
127,3.4011442103967075e-08,2.8183963534708455e-12,62.9111506943444,0.5161303343410588,1.0,0.0,0.9999999999999999,1.0,0.0
128,3.4011442103967075e-08,2.81947140765184e-12,62.75092883677475,0.5159270791856565,1.0,0.0,1.0000000000000002,1.0,0.0
129,3.4011442103967075e-08,2.9371358591083674e-12,62.547045747522084,0.5159679645916759,1.0,0.0,1.0,1.0000000000000002,0.0
130,3.4011442103967075e-08,3.274726341073448e-12,62.259717024227704,0.5159203083540864,1.0,0.0,1.0000000000000002,1.0000000000000002,0.0
131,3.4011442103967075e-08,2.8409346048076233e-12,62.08631811101194,0.5159171833549002,1.0,0.0,0.9999999999999999,1.0,0.0
132,3.4011442103967075e-08,2.937681552226347e-12,61.884070426471425,0.5158649698268307,1.0,0.0,0.9999999999999999,1.0,0.0
133,3.4011442103967075e-08,3.4532206026714614e-12,61.57856002961653,0.5158152302564505,1.0,0.0,1.0000000000000002,1.0,0.0
134,3.4011442103967075e-08,3.299391305478185e-12,61.36095387850001,0.5156567667560503,1.0,0.0,0.9999999999999999,1.0,0.0
135,3.4011442103967075e-08,3.056494574878516e-12,61.153550722456075,0.5156722615436818,1.0,0.0,1.0000000000000002,1.0,0.0
136,3.4011442103967075e-08,2.8784043999532502e-12,60.978997595164195,0.5156031209366873,1.0,0.0,0.9999999999999999,1.0,0.0
137,3.4011442103967075e-08,2.9022453087571586e-12,60.81961201757111,0.5155180949171628,1.0,0.0,0.9999999999999999,1.0,0.0
138,3.4011442103967075e-08,2.9216034412087325e-12,60.65280605869703,0.5155503865754202,1.0,0.0,1.0,1.0,0.0
139,3.4011442103967075e-08,2.807899280081971e-12,60.49916018672775,0.5155555949073971,1.0,0.0,1.0,1.0,0.0
140,3.4011442103967075e-08,2.836496919789428e-12,60.3132834151257,0.5154701782629744,1.0,0.0,1.0000000000000002,1.0,0.0
141,3.4011442103967075e-08,2.6152558323251003e-12,60.18258109220206,0.5154850220091088,1.0,0.0,1.0000000000000002,1.0,0.0
142,3.4011442103967075e-08,2.5996311747793207e-12,60.054228723620405,0.5153419230880408,1.0,0.0,0.9999999999999999,1.0,0.0
143,3.4011442103967075e-08,3.1530196600363327e-12,59.84914675491996,0.5153424439212385,1.0,0.0,1.0,1.0,0.0
144,3.4011442103967075e-08,3.028362732863943e-12,59.66906723140234,0.515340751213346,1.0,0.0,1.0000000000000002,1.0,0.0
145,3.4011442103967075e-08,3.2014799224701337e-12,59.45495380980152,0.5152747356055376,1.0,0.0,0.9999999999999999,1.0,0.0
146,3.4011442103967075e-08,3.3433077125783726e-12,59.22440477815915,0.5152723918561479,1.0,0.0,0.9999999999999998,1.0000000000000002,0.0
147,3.4011442103967075e-08,2.979413796916453e-12,59.04418348111114,0.5152226522857676,1.0,0.0,1.0000000000000002,1.0000000000000002,0.0
148,3.4011442103967075e-08,2.6932495611906157e-12,58.899294323843456,0.5152075481230344,1.0,0.0,1.0,1.0,0.0
149,3.4011442103967075e-08,2.9400171457861366e-12,58.74224487511523,0.5150639283687687,1.0,0.0,0.9999999999999999,1.0,0.0
150,3.4011442103967075e-08,3.5530906378183108e-12,58.478276058303685,0.5149600221458276,1.0,0.0,1.0,1.0,0.0
151,3.4011442103967075e-08,3.0861877238639427e-12,58.26927235304863,0.5149943971368758,1.0,0.0,1.0000000000000002,1.0,0.0
152,3.4011442103967075e-08,3.1630875093681777e-12,58.06088716113864,0.5149347617357392,1.0,0.0,1.0,1.0,0.0
153,3.4011442103967075e-08,3.77447134356373e-12,57.75657936619074,0.5147730430278534,1.0,0.0,0.9999999999999999,1.0,0.0
154,3.4011442103967075e-08,2.7344607320720486e-12,57.643192298596695,0.5147302044973425,1.0,0.0,1.0000000000000002,1.0,0.0
155,3.4011442103967075e-08,2.9218329988999806e-12,57.47201543630388,0.5146649701393307,1.0,0.0,0.9999999999999999,1.0,0.0
156,3.4011442103967075e-08,2.966664044840129e-12,57.30709476863636,0.5147281211645518,1.0,0.0,1.0,1.0,0.0
157,3.4011442103967075e-08,2.8123366218780917e-12,57.18561993701,0.5146160118187469,1.0,0.0,1.0000000000000002,1.0,0.0
158,3.4011442103967075e-08,3.171698821724532e-12,56.97143596130257,0.5145973920319291,1.0,0.0,1.0,1.0,0.0
159,3.4011442103967075e-08,3.072053021421463e-12,56.8115959072735,0.5144880170604123,1.0,0.0,1.0000000000000002,1.0,0.0
160,3.4011442103967075e-08,3.7340532123516605e-12,56.515563879944565,0.5144730431059784,1.0,0.0,1.0,1.0,0.0
161,3.4011442103967075e-08,3.2409395906400554e-12,56.33228370266433,0.514478772271153,1.0,0.0,1.0000000000000002,1.0,0.0
162,3.4011442103967075e-08,2.968552214882411e-12,56.181409704476366,0.5143115848146914,1.0,0.0,0.9999999999999999,1.0000000000000002,0.0
163,3.4011442103967075e-08,3.0758935085575358e-12,56.02200212324857,0.514342704598254,1.0,0.0,0.9999999999999999,1.0,0.0
164,3.4011442103967075e-08,3.213692556342716e-12,55.822557516286,0.5143658816755516,1.0,0.0,1.0,1.0,0.0
165,3.4011442103967075e-08,2.9151587525281357e-12,55.70144173373779,0.5143394493907684,1.0,0.0,1.0,1.0,0.0
166,3.4011442103967075e-08,3.1399693307356033e-12,55.51873175195184,0.5142942671108679,1.0,0.0,1.0,1.0,0.0
167,3.4011442103967075e-08,2.7071878005409784e-12,55.39088657037867,0.5142188765055009,1.0,0.0,1.0,1.0,0.0
