global_step,q_over_gamma_mean,q_over_gamma_p50,q_over_gamma_p90,q_over_gamma_p99
700,3.011124434277444,1.0,8.00960483123466,14.923895719221047
720,2.979345854673283,1.0,7.904490691619993,14.72955079388309
740,2.949229119750408,1.0,7.807479107668769,14.53770437365165
760,2.920274015445076,1.0,7.711141355078628,14.359700628574522
780,2.8928399060006047,1.0,7.625663063966688,14.187323671421842
800,2.865985161035561,1.0,7.534535958105455,14.019623506555956
820,2.8408280741028227,1.0,7.447174728743751,13.858910345258376
840,2.816512797463869,1.0,7.367724208506843,13.713948140055747
860,2.793058269246389,1.0,7.289694773741455,13.562839621765006
880,2.770337378508505,1.0,7.212565359774696,13.433378143190582
900,2.748993066285306,1.0,7.143678241542754,13.288498953064245
920,2.7275722841412007,1.0,7.076034573098393,13.161630718627771
940,2.708026808317538,1.0,7.008685779889376,13.036860361618592
960,2.68903597232548,1.0,6.947580288851896,12.908843890121119
980,2.670702042606553,1.0,6.885311876203564,12.801931366842231
1000,2.652653707810618,1.0,6.82550904684831,12.692649775658541
1020,2.6358526092297114,1.0,6.768440622787845,12.593718305235301
1040,2.6192518388141766,1.0,6.715351238047636,12.48277901784908
1060,2.6029303712823393,1.0,6.660592077878391,12.3756529764781
1080,2.587156442743484,1.0,6.608935620988632,12.284478619524938
1100,2.5717211639239332,1.0,6.558380505339301,12.1889218718252
1120,2.55714232145286,1.0,6.510288604507271,12.10131230777734
1140,2.542732451180619,1.0,6.464150696198582,12.013868063339343
1160,2.5290399763288587,1.0,6.418202265952762,11.919188480646884
1180,2.516303720683824,1.0,6.374396122055264,11.83905122085586
1200,2.5035147191926135,1.0,6.333137273865461,11.755657070011697
1220,2.4907933177608186,1.0,6.288717694739414,11.677153940089134
1240,2.4786417530598244,1.0,6.247743063643914,11.598852130608371
1260,2.4667644503178323,1.0,6.2090184845449885,11.52746591515098
1280,2.4553775114257252,1.0,6.170612465439267,11.458152826548943
1300,2.4445901990258663,1.0,6.132883830408294,11.383486508975698
1320,2.4331809429274167,1.0,6.0964673309627,11.315925263488696
1340,2.4227997581623604,1.0,6.065346743374296,11.250331037141828
1360,2.412837222448739,1.0,6.030161851337354,11.18536362791171
1380,2.4028594695556045,1.0,5.994695110681884,11.127359182220681
1400,2.393207044700086,1.0,5.965361538073921,11.068621456426326
1420,2.3840130647816666,1.0,5.935589797445573,11.010463533504362
1440,2.37525833767919,1.0,5.904906193639666,10.957078207714707
1460,2.3662648417355228,1.0,5.875903023403836,10.895284437613864
1480,2.357849460212273,1.0,5.8470324878120055,10.836664898761228
1500,2.349599219591482,1.0,5.818893811238017,10.783350153550002
1520,2.3417381795714416,1.0,5.790153541814409,10.740836250041262
1540,2.333513279618682,1.0,5.765083225621008,10.685828518338289
1560,2.3257952278003615,1.0,5.738330107381752,10.633212710331467
1580,2.318573656062725,1.0,5.717724368044709,10.589348657200995
1600,2.3110315851982737,1.0,5.693377621203884,10.549960904882028
1620,2.303843676223691,1.0,5.667667816548298,10.508832322860448
1640,2.2968994590774114,1.0,5.648116048935965,10.4613678312641
1660,2.290115806652922,1.0,5.625816849412028,10.422015606081919
1680,2.282931156136636,1.0,5.6000821757606944,10.38648823244634
1700,2.2767332773272275,1.0,5.5792999849776,10.344187728605903
1720,2.2704511102358085,1.0,5.557675801052635,10.300666275497877
1740,2.2645849291274542,1.0,5.53870431000784,10.260390818454356
1760,2.2586966670851814,1.0,5.516109051010669,10.22622567366701
1780,2.2533552039289364,1.0,5.497694151775552,10.201131554291964
1800,2.247587480858472,1.0,5.477822639932128,10.163460946917748
1820,2.2419642286533055,1.0,5.460319603874571,10.124309923753579
1840,2.2365868292760793,1.0,5.44627454246438,10.098635883082355
1860,2.2314409511033344,1.0,5.428250441733932,10.057471063381266
1880,2.2262007800863577,1.0,5.410605297129223,10.030210499204872
1900,2.22123268158116,1.0,5.39248645736734,10.002606150768164
1920,2.21642293855964,1.0,5.37628608299201,9.970950642923546
1940,2.211859839501231,1.0,5.361139680341391,9.945324445463184
1960,2.2070410576600885,1.0,5.342428721633041,9.918288412791298
1980,2.202611176925984,1.0,5.329755007702875,9.887758759911472
2000,2.1982272257519844,1.0,5.31649154330202,9.86033157346356
2020,2.1938950560613906,1.0,5.3009448682435805,9.827184754840351
2040,2.189853523797445,1.0,5.2866984863915905,9.800847540949084
2060,2.185638384128522,1.0,5.272499474055318,9.774261163405153
2080,2.1817687142397477,1.0,5.2594254877173325,9.756722126515662
2100,2.1776135315087433,1.0,5.245712012917163,9.727104928932327
2120,2.17353674222187,1.0,5.233276330803473,9.701584483915825
2140,2.1696594870169386,1.0,5.21868770420042,9.683075082496847
2160,2.1661478278367525,1.0,5.205494109835253,9.65250966563266
2180,2.1627533451182357,1.0,5.19625823850826,9.632934331686256
2200,2.159082531293581,1.0,5.182981747490587,9.615514073857417
2220,2.1554768911295805,1.0,5.171602405577384,9.590432152132658
2240,2.152349027445576,1.0,5.162376008153544,9.573627698008146
2260,2.149310160002044,1.0,5.1526427569115185,9.551316656105278
2280,2.146333339353529,1.0,5.143500440378072,9.537508323849888
2300,2.1429317419575544,1.0,5.130271318876116,9.51819352223993
2320,2.139590491467942,1.0,5.11843012418467,9.493880763026644
2340,2.136725127748352,1.0,5.108719373462615,9.475015971816
2360,2.1339257971894043,1.0,5.097930966257991,9.461148901361108
2380,2.1312337098459126,1.0,5.0895216929802745,9.441987813829659
2400,2.128540035771612,1.0,5.080013446937907,9.427208406502062
2420,2.125807987701618,1.0,5.072894992963488,9.410380622891049
2440,2.1231273325545206,1.0,5.063670964015425,9.391396934195965
2460,2.120606191656812,1.0,5.056232765809914,9.373905977364911
2480,2.1181531321752454,1.0,5.048962729385191,9.360997784331936
2500,2.1159269160381697,1.0,5.040933596471102,9.346277588898987
2520,2.1132427188233875,1.0,5.0320754970319586,9.328478493368197
2540,2.11074258582687,1.0,5.0251950748740155,9.311081801873428
2560,2.108652501319889,1.0,5.0177462185274635,9.292572637302024
2580,2.1060770423551713,1.0,5.008142049215773,9.278977349443576
2600,2.103864649377728,1.0,4.998832755139428,9.2698585992442
2620,2.1019137270276005,1.0,4.991112708315389,9.253954521189677
2640,2.0996455481270004,1.0,4.981932496169377,9.242337265883785
2660,2.097392372169629,1.0,4.976795272189823,9.23254350008544
2680,2.0951720561585616,1.0,4.968860878307169,9.220239031530285
2700,2.0932412523726796,1.0,4.9613291253081115,9.206821379355777
2720,2.0912395003229496,1.0,4.955988212410982,9.19264652547251
2740,2.089086212598115,1.0,4.948148557559762,9.181514689278934
2760,2.0873708372374704,1.0,4.942711721393309,9.170015620914764
2780,2.0856064153497376,1.0,4.937916742164816,9.151446889177354
2800,2.084064108282762,1.0,4.9325284597519685,9.145217561012949
2820,2.0821409342552366,1.0,4.926358580329786,9.139343622640212
2840,2.0805695688508368,1.0,4.9196309248600345,9.124256668731814
2860,2.078927819642985,1.0,4.913401833543205,9.11696188173513
2880,2.0770973657405807,1.0,4.909518717492271,9.104266733099097
2900,2.0757620900353384,1.0,4.902259339208588,9.097528419488304
2920,2.0740870419550284,1.0,4.8974513333632785,9.083519003638688
2940,2.0730672292225556,1.0,4.892867148479738,9.078710760945803
2960,2.0713078715342603,1.0,4.887764267399082,9.069414611910064
2980,2.069848690419613,1.0,4.881108850440796,9.058306223626772
3000,2.068545161241081,1.0,4.876798224510519,9.045587627080453
3020,2.066880369144456,1.0,4.870853350287992,9.045682602959463
3040,2.065526377332528,1.0,4.866815099073089,9.034183534595291
3060,2.0640476037123494,1.0,4.863961085751119,9.024070261413426
3080,2.0629359435456407,1.0,4.85860833047506,9.010487052781478
3100,2.061503525300527,1.0,4.854983378284795,9.00743171901771
3120,2.0601946404731377,1.0,4.853480580398657,8.997709244340513
3140,2.058938382892519,1.0,4.8474646519025555,8.990272111949103
3160,2.0575134557268404,1.0,4.841780310016475,8.987169290245832
3180,2.05623274253268,1.0,4.838499971053049,8.977612608873645
3200,2.0548982900917148,1.0,4.833727492344527,8.965805757081098
3220,2.053425796027844,1.0,4.8278761729155475,8.958274122505827
3240,2.052172672245623,1.0,4.823187775097419,8.950671196809408
3260,2.0513079495605426,1.0,4.8210904897890385,8.943115640628706
3280,2.0502851004569855,1.0,4.8185929320728365,8.941315835879019
3300,2.048902466527748,1.0,4.811120390968426,8.931083546788926
3320,2.0478968896832304,1.0,4.808811127077206,8.926287857017693
3340,2.0470481937545992,1.0,4.807887421520718,8.92134958500416
3360,2.0458727293241346,1.0,4.8045241859047865,8.912692450735456
3380,2.0449979106592653,1.0,4.802272949670325,8.905812383848874
3400,2.0442630549956484,1.0,4.798672866475807,8.901300200629224
3420,2.0434476902454377,1.0,4.795439897028099,8.896160845021464
3440,2.0426040466726034,1.0,4.792101530407915,8.887598686631769
3460,2.0415972380018546,1.0,4.789958059821704,8.889255909139157
3480,2.0409113656852496,1.0,4.785576379617851,8.882435290994794
3500,2.040026772616207,1.0,4.782497361096223,8.877153116297162
3520,2.0392840739078903,1.0,4.778399897986674,8.875164188755967
3540,2.0385194021600577,1.0,4.7772156600937405,8.869977108361132
3560,2.037642810416974,1.0,4.775865628895796,8.8661283352091
3580,2.036818206721421,1.0,4.772902665687685,8.862398222693932
3600,2.036284676070482,1.0,4.77028786842008,8.857270472617529
3620,2.0356227166254564,1.0,4.767836495981707,8.848850422774985
3640,2.034817092371246,1.0,4.763739032872157,8.844563481602567
3660,2.0341113353208997,1.0,4.761654774180594,8.836794644177347
3680,2.0336048812372116,1.0,4.76172582845417,8.835208002248391
3700,2.032753148181087,1.0,4.757699419618196,8.826705292600915
3720,2.032065544644648,1.0,4.755153308148389,8.825556463420984
3740,2.0312088843343914,1.0,4.751979550595327,8.8222524396997
3760,2.0305665666463115,1.0,4.7491006682776105,8.817195507049298
3780,2.029966688952017,1.0,4.747525631880009,8.813465394534132
3800,2.0293845835092386,1.0,4.74608086165063,8.802842780634519
3820,2.0288244677556055,1.0,4.744732014690574,8.801504473391718
3840,2.0283103991062816,1.0,4.741782078099281,8.801871705562313
3860,2.0276244487599437,1.0,4.739770057919183,8.800237457270065
3880,2.0268599177971782,1.0,4.738337130068733,8.799029534619272
3900,2.0263739440831245,1.0,4.737910804427277,8.789555513052019
3920,2.025911524235032,1.0,4.736417480444293,8.788501304479734
3940,2.0255744594898317,1.0,4.7344409874009825,8.78596691696507
3960,2.024866372326457,1.0,4.732261989677984,8.784095939518021
3980,2.0242096693472402,1.0,4.730509317596443,8.777440759407309
4000,2.0236801774874458,1.0,4.728909412203095,8.772846034806513
4020,2.0232129752133328,1.0,4.725464464172546,8.77635126054581
4040,2.0228452853032186,1.0,4.724101406357785,8.769778858663816
4060,2.0223513558921424,1.0,4.724019693943167,8.769056591972912
4080,2.021863773378682,1.0,4.722349918514131,8.76337189481547
4100,2.021424387072546,1.0,4.722609266612689,8.761974730949383
